分詞,詞性,句法,變調
"都｜to1 來｜lai5 到｜kau3 半-中-站-矣｜puann3-tiong1-tsam7-ah4 ，｜, 才｜tsiah4 想-著｜siunn7-tioh8 物-件｜mih8-kiann7 袂-記-得｜be7-ki3-tit4 提｜theh8 ，｜, 真-正｜tsin1-tsiann3 會｜e7 予｜hoo7 你｜li2 氣-死｜khi3-si2 。｜.
","['D', 'D', 'P', 'Na', 'PUNC', 'Da', 'VE', 'Na', 'VK', 'VC', 'PUNC', 'D', 'D', 'P', 'Nh', 'VHC', 'PUNC']","(ROOT
  (UCP
    (CP
      (IP (VP (ADVP (AD 都｜to1)) (VP (VV 來｜lai5) (VP (VV 到｜kau3)))))
      (SP 半-中-站-矣｜puann3-tiong1-tsam7-ah4))
    (PU ，｜,)
    (IP
      (VP
        (ADVP (AD 才｜tsiah4))
        (VP
          (VP (VV 想-著｜siunn7-tioh8) (NP (NN 物-件｜mih8-kiann7)))
          (VP (VV 袂-記-得｜be7-ki3-tit4) (NP (VV 提｜theh8))))))
    (PU ，｜,)
    (IP
      (VP
        (VRD (VV 真-正｜tsin1-tsiann3) (VV 會｜e7))
        (IP
          (VP
            (VRD (VV 予｜hoo7) (VV 你｜li2))
            (IP (VP (VV 氣-死｜khi3-si2)))))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"伊｜i1 竟-然｜king3-jian5 敢｜kann2 出-手｜tshut4-tshiu2 拍-我｜phah4-gua2 。｜.
","['Nh', 'D', 'VL', 'VA', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (VV 伊｜i1)
      (IP
        (VP
          (VV 竟-然｜king3-jian5)
          (IP
            (VP
              (VV 敢｜kann2)
              (IP
                (VP (VCD (VV 出-手｜tshut4-tshiu2) (VV 拍-我｜phah4-gua2)))))))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"這｜tsit4 三｜sann1 條｜tiau5 弓-蕉｜king1-tsio1 若｜na7 欲｜beh4 叫｜kio3 我｜gua2 提｜theh8 去｜khi3 送-人｜sang3-lang5 ，｜, 我｜gua2 送｜sang3 袂｜be7 出-手｜tshut4-tshiu2 。｜.
","['Nep', 'Neu', 'Nf', 'Na', 'Cbb', 'D', 'VF', 'Nh', 'VC', 'D', 'Na', 'PUNC', 'Nh', 'VD', 'D', 'VA', 'PUNC']","(ROOT
  (IP
    (DEG 這｜tsit4)
    (QP (CD 三｜sann1) (CLP (M 條｜tiau5)))
    (IP
      (CP
        (IP
          (NP (NN 弓-蕉｜king1-tsio1) (NN 若｜na7))
          (VP (VSB (VV 欲｜beh4) (VV 叫｜kio3))))
        (DEC 我｜gua2))
      (IP
        (IP (VP (VV 提｜theh8) (NP (NN 去｜khi3))))
        (VP (VV 送-人｜sang3-lang5))))
    (PU ，｜,)
    (IP
      (NP (PN 我｜gua2))
      (VP
        (VP (VV 送｜sang3) (NP (NN 袂｜be7)))
        (VP (VV 出-手｜tshut4-tshiu2))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '再變調$', '規則變調', '規則變調', '規則變調', '再變調$', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"伊｜i1 出-手｜tshut4-tshiu2 真｜tsin1 大-方｜tai7-hong1 。｜.
","['Nh', 'VA', 'Dfa', 'VH', 'PUNC']","(ROOT
  (IP
    (VP
      (NP
        (NP (NP (NN 伊｜i1) (NN 出-手｜tshut4-tshiu2)) (NP (NN 真｜tsin1)))
        (NP (NN 大-方｜tai7-hong1))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"阮｜guan2 阿-公｜a1-kong1 耍｜sng2 股-票｜koo2-phio3 輸｜su1 了-了｜liau2-liau2 ，｜, 煞｜suah4 拍｜phah4 我｜gua2 出-水｜tshut4-tsui2 。｜.
","['Nh', 'Na', 'VC', 'Na', 'VD', 'Na', 'PUNC', 'D', 'VC', 'Nh', 'VH', 'PUNC']","(ROOT
  (IP
    (NP
      (NN 阮｜guan2)
      (NN 阿-公｜a1-kong1)
      (NN 耍｜sng2)
      (NN 股-票｜koo2-phio3)
      (NN 輸｜su1)
      (NN 了-了｜liau2-liau2))
    (PU ，｜,)
    (VP
      (VP (VRD (VV 煞｜suah4) (VV 拍｜phah4)))
      (VP (VV 我｜gua2))
      (VP (VV 出-水｜tshut4-tsui2)))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"另-日｜ling7-jit8 咱｜lan2 才｜tsiah4 做-伙｜tso3-hue2 食｜tsiah8 飯｜png7 。｜.
","['VA', 'Nh', 'Da', 'D', 'VC', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (VP
        (VV 另-日｜ling7-jit8)
        (NP (NN 咱｜lan2) (NN 才｜tsiah4) (NN 做-伙｜tso3-hue2))))
    (IP (NP (NN 食｜tsiah8)) (VP (VV 飯｜png7)))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"伊｜i1 可-比｜kho2-pi2 一｜tsit8 隻｜tsiah4 予｜hoo7 人｜lang5 關｜kuainn1 佇｜ti7 籠-仔-內｜long5-a2-lai7 的｜e5 鳥-仔｜tsiau2-a2 。｜.
","['Nh', 'VG', 'Neu', 'Nf', 'P', 'Na', 'VC', 'P', 'Na', 'DE', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (NP (NN 伊｜i1)) (ADJP (JJ 可-比｜kho2-pi2)) (NP (NN 一｜tsit8)))
    (VP
      (VV 隻｜tsiah4)
      (IP
        (VP
          (VP (VV 予｜hoo7) (NP (NN 人｜lang5)))
          (VP
            (VV 關｜kuainn1)
            (IP
              (VP
                (LCP (NP (NN 佇｜ti7)) (LC 籠-仔-內｜long5-a2-lai7))
                (VP (ADVP (AD 的｜e5)) (VP (VV 鳥-仔｜tsiau2-a2)))))))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '仔前變調&', '規則變調', '本調#', '規則變調', '仔前變調&', '本調#', '毋是台語']"
"我｜gua2 決-定｜kuat4-ting7 欲｜beh4 請｜tshing2 半｜puann3 月-日｜gueh8-jit8 的｜e5 假｜ka2 來-去｜lai5-khi3 𨑨-迌｜tshit4-tho5 。｜.
","['Nh', 'VE', 'D', 'VF', 'Neqa', 'Nf', 'DE', 'Na', 'D', 'VC', 'PUNC']","(ROOT
  (IP
    (DFL (DEG 我｜gua2))
    (NP (NN 決-定｜kuat4-ting7) (NN 欲｜beh4))
    (VP
      (VV 請｜tshing2)
      (NP
        (QP (CD 半｜puann3) (CLP (M 月-日｜gueh8-jit8)))
        (IP
          (VP
            (VV 的｜e5)
            (NP (ADJP (JJ 假｜ka2)) (NP (NN 來-去｜lai5-khi3)))))
        (NP (NN 𨑨-迌｜tshit4-tho5))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '再變調$', '規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '再變調$', '規則變調', '本調#', '毋是台語']"
"拍｜phah4 甲｜kah4 予｜hoo7 你｜li2 叫-毋-敢｜kio3-m7-kann2 。｜.
","['VC', 'DE', 'P', 'Nh', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (VV 拍｜phah4)
      (IP
        (VP
          (VV 甲｜kah4)
          (IP
            (VP
              (VV 予｜hoo7)
              (IP (VP (VCD (VV 你｜li2) (VV 叫-毋-敢｜kio3-m7-kann2)))))))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"彼｜hit4 間｜king1 厝｜tshu3 的｜e5 四-爿｜si3-ping5 攏｜long2 是｜si7 山｜suann1 。｜.
","['Nep', 'Nf', 'Na', 'DE', 'Na', 'D', 'SHI', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (NP (NN 彼｜hit4) (NN 間｜king1) (NN 厝｜tshu3))
      (VP
        (ADVP (AD 的｜e5))
        (VP
          (VV 四-爿｜si3-ping5)
          (IP (VP (VRD (VV 攏｜long2) (VV 是｜si7)) (NP (NN 山｜suann1)))))))
    (PU 。｜.)))","['規則變調', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"我｜gua2 佇｜ti7 臺-灣｜tai5-uan5 出-世-的｜tshut4-si3-e5 。｜.
","['Nh', 'P', 'Nc', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (NP
        (DNP
          (DFL (DEC 我｜gua2) (DFL (DEC 佇｜ti7) (DEC 臺-灣｜tai5-uan5)))
          (SP 出-世-的｜tshut4-si3-e5))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '本調#', '毋是台語']"
"阮｜guan2 阿-公｜a1-kong1 的｜e5 冊-房｜tsheh4-pang5 內-底｜lai7-te2 有｜u7 真｜tsin1 濟｜tse7 古-冊｜koo2-tsheh4 。｜.
","['Nh', 'Na', 'DE', 'Nc', 'Ncd', 'V_2', 'Dfa', 'VH', 'Na', 'PUNC']","(ROOT
  (IP
    (AS 阮｜guan2)
    (VP
      (LCP
        (IP
          (VP
            (VV 阿-公｜a1-kong1)
            (NP
              (NP (ADJP (JJ 的｜e5)) (NP (NN 冊-房｜tsheh4-pang5)))
              (NP (NN 內-底｜lai7-te2)))))
        (LC 有｜u7))
      (VP (ADVP (AD 真｜tsin1)) (AS 濟｜tse7) (NP (NN 古-冊｜koo2-tsheh4))))
    (PU 。｜.)))","['規則變調', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"彼｜hit4 本｜pun2 古-冊｜koo2-tsheh4 誠｜tsiann5 好-看｜ho2-khuann3 。｜.
","['Nep', 'Nf', 'Na', 'Dfa', 'VH', 'PUNC']","(ROOT
  (IP
    (VP
      (VA 彼｜hit4)
      (VA 本｜pun2)
      (VP (VA 古-冊｜koo2-tsheh4) (VA 誠｜tsiann5) (VA 好-看｜ho2-khuann3)))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"這｜tsit4 攤｜thuann1 生-理｜sing1-li2 若｜na7 予｜hoo7 我｜gua2 做-著｜tso3-tioh8 ，｜, 就｜to7 聽｜thing3 好｜ho2 食｜tsiah8 半-世-人-矣｜puann3-si3-lang5-ah4 。｜.
","['Nep', 'Nf', 'Na', 'Cbb', 'P', 'Nh', 'VE', 'PUNC', 'D', 'D', 'VH', 'VC', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (VV 這｜tsit4)
      (IP
        (VP
          (VV 攤｜thuann1)
          (CP
            (CP
              (IP
                (VP
                  (VV 生-理｜sing1-li2)
                  (IP
                    (VP
                      (VV 若｜na7)
                      (IP
                        (VP
                          (VV 予｜hoo7)
                          (IP
                            (VP
                              (VP
                                (VCD (VV 我｜gua2) (VV 做-著｜tso3-tioh8)))
                              (PU ，｜,)
                              (VP (VV 就｜to7) (AS 聽｜thing3))))))))))
              (SP 好｜ho2))
            (SP 食｜tsiah8)
            (SP 半-世-人-矣｜puann3-si3-lang5-ah4)))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"你｜li2 想-講｜siunn7-kong2 激-外-外｜kik4-gua7-gua7 就｜to7 無｜bo5 代-誌-矣｜tai7-tsi3-ah4 是-無｜si7-bo5 ？｜?
","['Nh', 'VE', 'VA', 'D', 'D', 'Na', 'Na', 'PUNC']","(ROOT
  (CP
    (CP
      (CP
        (CP
          (CP (SP 你｜li2) (SP 想-講｜siunn7-kong2))
          (SP 激-外-外｜kik4-gua7-gua7))
        (SP 就｜to7))
      (FLR (SP 無｜bo5) (SP 代-誌-矣｜tai7-tsi3-ah4)))
    (SP 是-無｜si7-bo5)
    (PU ？｜?)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"伊｜i1 真｜tsin1 𠢕｜gau5 唸｜liam7 四-句-聯｜si3-ku3-lian5 。｜.
","['Nh', 'Dfa', 'D', 'VC', 'Neu', 'PUNC']","(ROOT
  (IP
    (VP
      (ADVP (AD 伊｜i1))
      (ADVP (AD 真｜tsin1))
      (VP
        (VP (VV 𠢕｜gau5))
        (VP (ADVP (AD 唸｜liam7)) (VP (VV 四-句-聯｜si3-ku3-lian5)))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"這｜tsit4 个｜e5 查-某｜tsa1-boo2 囡-仔｜gin2-a2 真｜tsin1 𠢕｜gau5 司-奶｜sai1-nai1 。｜.
","['Nep', 'Nf', 'Na', 'Na', 'Dfa', 'D', 'VA', 'PUNC']","(ROOT
  (IP
    (VP
      (VV 這｜tsit4)
      (IP
        (VP
          (VV 个｜e5)
          (IP
            (VP
              (VV 查-某｜tsa1-boo2)
              (IP
                (VP
                  (VV 囡-仔｜gin2-a2)
                  (IP
                    (VP
                      (VV 真｜tsin1)
                      (IP (VP (VCD (VV 𠢕｜gau5) (VV 司-奶｜sai1-nai1)))))))))))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '仔前變調&', '本調#', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"半-生-熟｜puann3-tshenn1-sik8 的｜e5 腿-庫｜thui2-khoo3 真｜tsin1 歹-食｜phainn2-tsiah8 。｜.
","['VH', 'DE', 'Na', 'Dfa', 'VH', 'PUNC']","(ROOT
  (IP
    (VP
      (ADVP (AD 半-生-熟｜puann3-tshenn1-sik8))
      (VP
        (VV 的｜e5)
        (VP
          (VV 腿-庫｜thui2-khoo3)
          (VP (VV 真｜tsin1) (NP (NN 歹-食｜phainn2-tsiah8))))))
    (PU 。｜.)))","['規則變調', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"伊｜i1 佇｜ti7 𪜶｜in1 公-司｜kong1-si1 做｜tso3 外-交｜gua7-kau1 。｜.
","['Nh', 'P', 'Nh', 'Nc', 'VC', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (NP
        (NN 伊｜i1)
        (NN 佇｜ti7)
        (NN 𪜶｜in1)
        (NN 公-司｜kong1-si1)
        (NN 做｜tso3)
        (NN 外-交｜gua7-kau1)))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"伊｜i1 的｜e5 外-交｜gua7-kau1 袂-䆀｜be7-bai2 。｜.
","['Nh', 'DE', 'Na', 'VH', 'PUNC']","(ROOT
  (IP
    (VP
      (VA 伊｜i1)
      (VA 的｜e5)
      (VCD (VA 外-交｜gua7-kau1) (VA 袂-䆀｜be7-bai2)))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"日-月-潭｜jit8-guat8-tham5 是｜si7 一｜tsit8 个｜e5 真｜tsin1 出-名｜tshut4-mia5 的｜e5 風-景-區｜hong1-king2-khu1 。｜.
","['Nc', 'SHI', 'Neu', 'Nf', 'Dfa', 'VH', 'DE', 'Nc', 'PUNC']","(ROOT
  (IP
    (IP
      (NP (NR 日-月-潭｜jit8-guat8-tham5))
      (VP
        (VP (VA 是｜si7))
        (VP
          (VP (ADVP (AD 一｜tsit8)) (VP (VA 个｜e5)))
          (VP
            (ADVP (AD 真｜tsin1))
            (VP
              (VV 出-名｜tshut4-mia5)
              (NP (ADVP (AD 的｜e5)) (NP (NN 風-景-區｜hong1-king2-khu1))))))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"閣｜koh4 等-一-下-啦｜tan2-tsit8-e7-lah4 ！｜! 連-鞭｜liam5-mi1 就｜to7 欲｜beh4 出-帆-矣｜tshut4-phang5-ah4 。｜.
","['D', 'Na', 'PUNC', 'D', 'D', 'D', 'Na', 'PUNC']","(ROOT
  (IP
    (CP
      (IP
        (VP
          (ADVP (AD 閣｜koh4))
          (ADVP (AD 等-一-下-啦｜tan2-tsit8-e7-lah4))
          (PU ！｜!)
          (VP (VV 連-鞭｜liam5-mi1) (AS 就｜to7))))
      (SP 欲｜beh4)
      (SP 出-帆-矣｜tshut4-phang5-ah4))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '再變調$', '規則變調', '規則變調', '本調#', '毋是台語']"
"出-業｜tshut4-giap8 揣-無｜tshue7-bo5 頭-路｜thau5-loo7 ，｜, 只-好｜tsi2-ho2 暫-時｜tsiam7-si5 來｜lai5 賣｜be7 肉-粽｜bah4-tsang3 。｜.
","['VH', 'VC', 'Na', 'PUNC', 'D', 'D', 'D', 'VD', 'Na', 'PUNC']","(ROOT
  (IP
    (NP
      (NN 出-業｜tshut4-giap8)
      (NN 揣-無｜tshue7-bo5)
      (NN 頭-路｜thau5-loo7))
    (PU ，｜,)
    (VP
      (VP
        (VV 只-好｜tsi2-ho2)
        (NP (NN 暫-時｜tsiam7-si5) (NN 來｜lai5) (NN 賣｜be7)))
      (VP (VV 肉-粽｜bah4-tsang3)))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"古-早｜koo2-tsa2 時-代｜si5-tai7 ，｜, 「｜"" 玉-井｜giok8-tsenn2 」｜"" 叫-做｜kio3-tso3 「｜"" 噍-吧-哖｜ta1-pa1-ni5 」｜"" 。｜.
","['Nd', 'Na', 'PUNC', 'PUNC', 'Na', 'PUNC', 'VG', 'PUNC', 'Na', 'PUNC', 'PUNC']","(ROOT
  (IP
    (VP
      (VP (ADVP (AD 古-早｜koo2-tsa2)) (VP (VV 時-代｜si5-tai7)))
      (PU ，｜,)
      (VP
        (ADVP (AD 「｜""))
        (VP
          (VP
            (VV 玉-井｜giok8-tsenn2)
            (NP (NN 」｜"") (NN 叫-做｜kio3-tso3) (NN 「｜"")))
          (VP (VV 噍-吧-哖｜ta1-pa1-ni5) (NP (NN 」｜""))))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '毋是台語', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '本調#', '毋是台語', '毋是台語']"
"這-聲｜tsit4-siann1 你｜li2 真-正｜tsin1-tsiann3 卯-死-矣｜bau2-si2-ah4 。｜.
","['Nd', 'Nh', 'D', 'Na', 'PUNC']","(ROOT
  (CP
    (IP (VP (VV 這-聲｜tsit4-siann1) (AS 你｜li2)) (SP 真-正｜tsin1-tsiann3))
    (SP 卯-死-矣｜bau2-si2-ah4)
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"專-業｜tsuan1-giap8 的｜e5 代-誌｜tai7-tsi3 外-行-的｜gua7-hang5-e5 做｜tso3 袂｜be7 來｜lai5 。｜.
","['VH', 'DE', 'Na', 'Na', 'VC', 'D', 'D', 'PUNC']","(ROOT
  (IP
    (DFL (MSP 專-業｜tsuan1-giap8) (MSP 的｜e5))
    (VP
      (MSP 代-誌｜tai7-tsi3)
      (DFL (MSP 外-行-的｜gua7-hang5-e5))
      (DFL (MSP 做｜tso3))
      (DFL (MSP 袂｜be7))
      (VP (VV 來｜lai5)))
    (PU 。｜.)))","['規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"我｜gua2 毋｜m7 是｜si7 本-地｜pun2-te7 人｜lang5 ，｜, 我｜gua2 是｜si7 外-位｜gua7-ui7 搬-來｜puann1-lai5 的｜e5 。｜.
","['Nh', 'D', 'SHI', 'Na', 'Na', 'PUNC', 'Nh', 'SHI', 'Nc', 'VC', 'DE', 'PUNC']","(ROOT
  (IP
    (VP
      (NP
        (DNP
          (NP
            (NN 我｜gua2)
            (NN 毋｜m7)
            (NN 是｜si7)
            (NN 本-地｜pun2-te7)
            (NN 人｜lang5))
          (PU ，｜,)
          (DEC 我｜gua2)
          (DNP
            (DFL
              (DEC 是｜si7)
              (DFL (DEC 外-位｜gua7-ui7) (DEC 搬-來｜puann1-lai5)))
            (SP 的｜e5)))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '本調#', '毋是台語']"
"代-誌｜tai7-tsi3 做-了｜tso3-liau2 真｜tsin1 四-序｜su3-si7 。｜.
","['Na', 'VC', 'Dfa', 'VH', 'PUNC']","(ROOT
  (IP
    (VP
      (ADVP (AD 代-誌｜tai7-tsi3))
      (ADVP (AD 做-了｜tso3-liau2))
      (ADVP (AD 真｜tsin1))
      (VP (VA 四-序｜su3-si7)))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"你｜li2 去｜khi3 買｜be2 一｜tsit8 寡｜kua2 四-秀-仔｜si3-siu3-a2 來｜lai5 啖-糝-一-下｜tam7-sam2-tsit8-e7 。｜.
","['Nh', 'D', 'VC', 'Neu', 'Neqa', 'Na', 'D', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (VP
        (VP (VV 你｜li2) (NP (NN 去｜khi3)))
        (VP (VV 買｜be2) (NP (NN 一｜tsit8))))
      (VP
        (VV 寡｜kua2)
        (NP (NN 四-秀-仔｜si3-siu3-a2))
        (VP (VV 來｜lai5) (ADVP (AD 啖-糝-一-下｜tam7-sam2-tsit8-e7)))))
    (PU 。｜.)))","['規則變調', '再變調$', '規則變調', '規則變調', '規則變調', '規則變調', '仔前變調&', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"這｜tsit4 个｜e5 囡-仔｜gin2-a2 的｜e5 出-身｜tshut4-sin1 誠｜tsiann5 可-憐｜kho2-lian5 。｜.
","['Nep', 'Nf', 'Na', 'DE', 'Na', 'Dfa', 'VHC', 'PUNC']","(ROOT
  (IP
    (VP
      (VA 這｜tsit4)
      (IP
        (VP
          (VA 个｜e5)
          (IP
            (VP
              (VA 囡-仔｜gin2-a2)
              (VP
                (VA 的｜e5)
                (VCD
                  (VA 出-身｜tshut4-sin1)
                  (VCD (VA 誠｜tsiann5) (VA 可-憐｜kho2-lian5)))))))))
    (PU 。｜.)))","['規則變調', '規則變調', '仔前變調&', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"你｜li2 去｜khi3 叫｜kio3 伊｜i1 出-來｜tshut4-lai5 。｜.
","['Nh', 'D', 'VF', 'Nh', 'VA', 'PUNC']","(ROOT
  (IP
    (IP (VP (VRD (VV 你｜li2) (VV 去｜khi3))))
    (VP (VRD (VRD (VV 叫｜kio3) (VV 伊｜i1)) (VV 出-來｜tshut4-lai5)))
    (PU 。｜.)))","['規則變調', '再變調$', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"伊｜i1 共｜ka7 所-有｜soo2-u7 的｜e5 代-誌｜tai7-tsi3 攏｜long2 講-出-來-矣｜kong2-tshut4-lai5-ah4 。｜.
","['Nh', 'P', 'Neqa', 'DE', 'Na', 'D', 'Na', 'PUNC']","(ROOT
  (IP
    (INC
      (CP
        (CP
          (IP (VP (VV 伊｜i1) (AS 共｜ka7)) (SP 所-有｜soo2-u7))
          (SP 的｜e5))
        (SP 代-誌｜tai7-tsi3)
        (SP 攏｜long2)
        (SP 講-出-來-矣｜kong2-tshut4-lai5-ah4)))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
