分詞,詞性,句法,變調
"向｜Hiòng 門｜mn̂g 內｜lāi 看｜khuànn 山｜suann ，｜, 向｜Ǹg 門｜mn̂g 外｜guā 看｜khuànn 海｜hái ，｜,
","['Na', 'Na', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (VP
        (PP (P 向｜Hiòng) (LCP (NP (NN 門｜mn̂g)) (LC 內｜lāi)))
        (VP (VV 看｜khuànn) (NP (NN 山｜suann))))
      (PU ，｜,)
      (VP
        (PP (P 向｜Ǹg) (LCP (NP (NN 門｜mn̂g)) (LC 外｜guā)))
        (VP (VV 看｜khuànn) (NP (NN 海｜hái)))))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"向｜Sióng 門｜mn̄g 內｜lâi 看｜khuànn ，｜,
","['Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (VP
        (PP (P 向｜Sióng) (LCP (NP (NN 門｜mn̄g)) (LC 內｜lâi)))
        (VP (VV 看｜khuànn))))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"山-頂｜Suann-tíng 有｜ū 啥｜siánn ？｜?
","['Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (NN 山-頂｜Suann-tíng))
    (VP (VE 有｜ū) (NP (PN 啥｜siánn)))
    (PU ？｜?)))","['規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"乾｜Khiân 華｜hua 茶｜te 米｜bí 蓋｜kài 出-名｜tshut-miâ ，｜, 嘛｜Mà 有｜ū 挽｜bán 茶｜te 的｜ê 褒-歌｜po-kua
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na']","(ROOT
  (NP
    (CP
      (IP
        (VP
          (VP
            (VP
              (VV 乾｜Khiân)
              (NP (NP (NP (NR 華｜hua)) (NP (NN 茶｜te))) (NP (NN 米｜bí))))
            (VP (VV 蓋｜kài) (NP (NN 出-名｜tshut-miâ))))
          (PU ，｜,)
          (VP
            (ADVP (AD 嘛｜Mà))
            (VP (VE 有｜ū) (NP (NN 挽｜bán) (NN 茶｜te))))))
      (DEG 的｜ê))
    (NP (NN 褒-歌｜po-kua))))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '本調#']"
"在｜Tsāi 地｜tè 筍-仔｜sún-á 脆｜tshè 脆｜tshè 甜｜tinn 甜｜tinn 足｜tsiok 好-食｜hó-tsia̍h ，｜,
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (VP
        (PP (P 在｜Tsāi) (NP (NN 地｜tè)))
        (VP
          (VP
            (VV 筍-仔｜sún-á)
            (NP
              (ADJP (JJ 脆｜tshè))
              (ADJP (JJ 脆｜tshè))
              (ADJP (JJ 甜｜tinn))
              (NP (NN 甜｜tinn))))
          (VP (ADVP (AD 足｜tsiok)) (VP (VV 好-食｜hó-tsia̍h))))))
    (PU ，｜,)))","['規則變調', '規則變調', '仔前變調&', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"欲｜Beh 食｜tsiā 天-然｜thian-liân 的｜ê 菜-蔬｜tshài-se 無｜bô 農｜lông 藥｜io̍h 來｜lâi 遮｜tsia 就｜tō 著｜tik 向｜M̄ 門｜mn̂g 外｜guā 看｜khuànn ，｜,
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (VP
        (VP
          (VV 欲｜Beh)
          (NP
            (CP
              (IP
                (VP
                  (VP
                    (VV 食｜tsiā)
                    (NP
                      (DNP (ADJP (JJ 天-然｜thian-liân)) (DEG 的｜ê))
                      (NP (NN 菜-蔬｜tshài-se))))
                  (VP (VE 無｜bô) (NP (NN 農｜lông))))))
            (NP (NN 藥｜io̍h))))
        (VP
          (MSP 來｜lâi)
          (VP
            (VV 遮｜tsia)
            (IP
              (VP
                (ADVP (AD 就｜tō))
                (VP
                  (VV 著｜tik)
                  (IP
                    (VP
                      (PP (P 向｜M̄) (LCP (NP (NN 門｜mn̂g)) (LC 外｜guā)))
                      (VP (VV 看｜khuànn)))))))))))
    (PU ，｜,)))","['再變調$', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"海-邊-仔｜Hái-pinn-á 有｜ū 啥｜siannh ？｜?
","['Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (NR 海-邊-仔｜Hái-pinn-á))
    (VP (VE 有｜ū) (NP (PN 啥｜siannh)))
    (PU ？｜?)))","['規則變調', '仔前變調&', '本調#', '規則變調', '本調#', '毋是台語']"
"海-湧｜Hái-íng 綴｜tuè 海｜hái 風｜hong 起｜khí 起｜khí 落｜lō 落｜loh ，｜,
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (NN 海-湧｜Hái-íng))
    (VP
      (VP (VV 綴｜tuè) (NP (NN 海｜hái) (NN 風｜hong)))
      (VP
        (VRD (VV 起｜khí) (VV 起｜khí))
        (VP (VCD (VV 落｜lō) (VV 落｜loh)))))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"入-來｜Ji̍p-lâi 海｜hái 沙｜sua 埔｜poo 白｜pe̍h 波｜pho 波｜pho
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na']","(ROOT
  (IP
    (VP
      (VV 入-來｜Ji̍p-lâi)
      (NP
        (NP (NN 海｜hái) (NN 沙｜sua) (NN 埔｜poo))
        (NP (ADJP (JJ 白｜pe̍h)) (NP (NN 波｜pho)))
        (NP (NN 波｜pho))))))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#']"
"一｜Tsi̍t 走｜tsáu 啥｜siannh 物｜mí 都｜to 攏｜lóng 無｜bô ？｜?
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (VP
        (ADVP (AD 一｜Tsi̍t))
        (VP (VV 走｜tsáu) (NP (DP (DT 啥｜siannh)) (NP (NN 物｜mí))))))
    (VP (ADVP (AD 都｜to)) (VP (VV 攏｜lóng) (NP (VE 無｜bô))))
    (PU ？｜?)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"有｜Ū 海｜hái 景｜king 咖-啡｜ka-pi 廳｜thiann
","['Na', 'Na', 'Na', 'Na', 'Na']","(ROOT
  (IP
    (VP
      (VE 有｜Ū)
      (NP (NN 海｜hái) (NN 景｜king) (NN 咖-啡｜ka-pi) (NN 廳｜thiann)))))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#']"
"一-間｜Tsi̍t-king 比｜pí 一-間｜tsi̍t-king 較｜khah 奅｜phānn
","['Na', 'Na', 'Na', 'Na', 'Na']","(ROOT
  (IP
    (LC 一-間｜Tsi̍t-king)
    (VP
      (LCP (P 比｜pí) (LC 一-間｜tsi̍t-king))
      (VP (ADVP (AD 較｜khah)) (VP (VA 奅｜phānn))))))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#']"
"有｜Ū 設-計｜siat-kè 藍｜ná 白｜pē 色｜sik 的｜ê 造｜tsò 景｜king ，｜,
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP
      (CP
        (IP
          (VP
            (VE 有｜Ū)
            (NP (NN 設-計｜siat-kè) (NN 藍｜ná) (NN 白｜pē) (NN 色｜sik))))
        (DEC 的｜ê)))
    (VP (VV 造｜tsò) (NP (NN 景｜king)))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '本調#', '毋是台語']"
"欲｜Beh 予-人｜hōo-lâng 翕｜hip 婚｜hun 紗｜sa
","['Na', 'Na', 'Na', 'Na', 'Na']","(ROOT
  (IP
    (VP
      (VV 欲｜Beh)
      (IP
        (NP (NN 予-人｜hōo-lâng))
        (VP (VV 翕｜hip) (NP (NN 婚｜hun) (NN 紗｜sa)))))))","['再變調$', '規則變調', '規則變調', '規則變調', '規則變調', '本調#']"
"護｜Hōo 守｜siu 北｜pa̍k 海-岸｜hái-huānn 的｜ê 船-隻｜tsûn-tsiah
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na']","(ROOT
  (IP
    (VP
      (VV 護｜Hōo)
      (NP
        (CP
          (IP (VP (VV 守｜siu) (NP (NN 北｜pa̍k) (NN 海-岸｜hái-huānn))))
          (DEG 的｜ê))
        (NP (NN 船-隻｜tsûn-tsiah))))))","['規則變調', '規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '本調#']"
"石｜Tsio̍h 門｜mn̂g 內｜lāi 外｜guā 的｜ê 山｜suann 海｜hái
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na']","(ROOT
  (NP
    (DNP
      (LCP
        (LCP (NP (NN 石｜Tsio̍h) (NN 門｜mn̂g)) (LC 內｜lāi))
        (LC 外｜guā))
      (DEG 的｜ê))
    (NP (NN 山｜suann) (NN 海｜hái))))","['規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '本調#']"
"可-比｜Khó-pí 愛-情｜ài-tsîng
","['Na', 'Na']",(ROOT (NP (ADJP (JJ 可-比｜Khó-pí)) (NP (NN 愛-情｜ài-tsîng)))),"['規則變調', '規則變調', '規則變調', '本調#']"
"少-年｜Siàu-liân 看｜khuànn 山｜suann 是｜sī 山｜suann 看｜khuànn 海｜hái 是｜sī 海｜hái 愛｜Ài 著｜tiō 較｜khah 慘｜tshám 死｜sí 墓｜Bōng 仔｜ah 埔｜poo 也｜iā 敢｜kánn 去｜khì ，｜,
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (NN 少-年｜Siàu-liân))
    (VP
      (VP (VV 看｜khuànn) (NP (NN 山｜suann)))
      (VP
        (VC 是｜sī)
        (IP (NP (NN 山｜suann)) (VP (VV 看｜khuànn) (NP (NN 海｜hái)))))
      (VP
        (VC 是｜sī)
        (VP
          (IP
            (NP (NN 海｜hái))
            (VP
              (VV 愛｜Ài)
              (AS 著｜tiō)
              (IP
                (VP
                  (VP (ADVP (AD 較｜khah)) (VP (VA 慘｜tshám)))
                  (VP
                    (VV 死｜sí)
                    (NP (NP (NN 墓｜Bōng) (NN 仔｜ah)) (NP (NR 埔｜poo))))))))
          (ADVP (AD 也｜iā))
          (VP (VV 敢｜kánn) (VP (VV 去｜khì))))))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '仔前變調&', '本調#', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"一｜Tsi̍t 工｜kang 長-長｜tn̂g-tn̂g 二｜jī 四｜sì 點｜tiám ，｜,
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (FRAG
    (NP
      (NP (QP (CD 一｜Tsi̍t)) (NP (NN 工｜kang)))
      (ADJP (JJ 長-長｜tn̂g-tn̂g))
      (QP (CD 二｜jī) (CLP (CD 四｜sì)))
      (NP (NN 點｜tiám)))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"龜-跤｜Ku-kha 趖｜so 趖｜so 出-來｜tshut-lâi ，｜,
","['Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (NN 龜-跤｜Ku-kha))
    (VP (VV 趖｜so) (VP (VRD (VV 趖｜so) (VV 出-來｜tshut-lâi))))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"看｜Khuànn 山｜suann 毋-是｜m̄-sī 山｜suann ，｜, 看｜Khuànn 海｜hái 毋-是｜m̄-sī 海｜hái ，｜,
","['Na', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (IP (VP (VV 看｜Khuànn) (NP (NN 山｜suann))))
    (VP
      (VP (VC 毋-是｜m̄-sī) (NP (NN 山｜suann)))
      (PU ，｜,)
      (VP
        (VV 看｜Khuànn)
        (IP (NP (NN 海｜hái)) (VP (VC 毋-是｜m̄-sī) (NP (NN 海｜hái))))))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"怨-嘆｜Uàn-thàn 無-人｜bô-lâng 知｜tsai 。｜.
","['Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (ADJP (JJ 怨-嘆｜Uàn-thàn)) (NP (NN 無-人｜bô-lâng)))
    (VP (VV 知｜tsai))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"慣-勢｜Kuàn-sì 矣｜ah 嘛｜mà 管｜kuán 待｜thāi 啦｜lah ！｜!
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (CP
    (IP
      (NP (NN 慣-勢｜Kuàn-sì))
      (FLR (SP 矣｜ah))
      (FLR (SP 嘛｜mà))
      (VP (VV 管｜kuán) (IP (VP (VV 待｜thāi)))))
    (SP 啦｜lah)
    (PU ！｜!)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"一-目｜Tsi̍t-pah 金｜kín 一-目｜tsi̍t-pah 瞌｜kheh
","['Na', 'Na', 'Na', 'Na']","(ROOT
  (NP
    (NP (NN 一-目｜Tsi̍t-pah))
    (NP (ADJP (JJ 金｜kín)) (NP (NN 一-目｜tsi̍t-pah)))
    (NP (NN 瞌｜kheh))))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#']"
"有｜Ū 量｜liông 有｜ū 福｜hok ，｜,
","['Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (VP (VE 有｜Ū) (NP (NN 量｜liông)))
      (VP (VE 有｜ū) (NP (NN 福｜hok))))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"讓｜Niū 伊｜i 有｜ū 步｜pōo 才｜tsiah 予｜hōo 家｜ka 己｜tī 有｜ū 路｜lōo
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na']","(ROOT
  (IP
    (IP
      (VP
        (VV 讓｜Niū)
        (NP (NR 伊｜i))
        (IP (VP (VE 有｜ū) (NP (NN 步｜pōo))))))
    (VP
      (ADVP (AD 才｜tsiah))
      (VP
        (VV 予｜hōo)
        (IP (NP (NN 家｜ka) (NN 己｜tī)) (VP (VE 有｜ū) (NP (NN 路｜lōo))))))))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#']"
"愛-情｜Ài-tsîng 有｜iû 仁｜jîn 。｜.
","['Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP (NP (NN 愛-情｜Ài-tsîng)) (VP (VE 有｜iû) (NP (NN 仁｜jîn))) (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"愛-情｜Ài-tsîng 有｜iú 智｜tì
","['Na', 'Na', 'Na']",(ROOT (IP (NP (NN 愛-情｜Ài-tsîng)) (VP (VE 有｜iú) (NP (NN 智｜tì))))),"['規則變調', '規則變調', '規則變調', '本調#']"
"愛｜Ài 了｜liáu 解-婚｜kái-hun 姻｜in 毋-是｜m̄-sī 像｜tshiūnn 拍｜phah 電-影｜tiān-iánn NG｜Ng 重-來｜tîng-lâi 袂｜bē 按｜àn 怎｜tsuánn
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na']","(ROOT
  (IP
    (IP (VP (VV 愛｜Ài) (AS 了｜liáu) (NP (NN 解-婚｜kái-hun) (NN 姻｜in))))
    (VP
      (VC 毋-是｜m̄-sī)
      (VP
        (VP
          (PP
            (P 像｜tshiūnn)
            (IP (VP (VV 拍｜phah) (NP (NN 電-影｜tiān-iánn) (NN NG｜Ng)))))
          (VP (VV 重-來｜tîng-lâi)))
        (VP (ADVP (AD 袂｜bē)) (VP (VV 按｜àn)))))
    (AD 怎｜tsuánn)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#']"
"婚｜Hun 姻｜in 感-情｜kám-tsîng 若｜ná 欲｜beh 糖-甘-蜜-甜｜thn̂g-kam-bi̍t-tinn
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na']","(ROOT
  (IP
    (NP (NP (NN 婚｜Hun) (NN 姻｜in)) (NP (NN 感-情｜kám-tsîng)))
    (VP
      (ADVP (CS 若｜ná))
      (VP (VV 欲｜beh) (IP (VP (VV 糖-甘-蜜-甜｜thn̂g-kam-bi̍t-tinn)))))))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '再變調$', '規則變調', '規則變調', '規則變調', '本調#']"
"愛｜Ài 有-閒｜ū-îng 就｜tiō 牽-手｜khan-tshiú 四-界｜sì-kè 行｜kiânn 相-招｜Sio-tsio 來｜lâi 石｜tsiō 門｜mn̂g 看｜khuànn 海｜hái 看｜khuànn 山｜suann 罔｜bóng 行-踏｜kiânn-ta̍h ，｜,
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (VP
        (VP (VV 愛｜Ài) (NP (NN 有-閒｜ū-îng)))
        (VP
          (ADVP (AD 就｜tiō))
          (NP (NN 牽-手｜khan-tshiú) (NN 四-界｜sì-kè))
          (VP
            (VP (VV 行｜kiânn) (NP (VV 相-招｜Sio-tsio)))
            (VP (VV 來｜lâi) (NP (NN 石｜tsiō) (NN 門｜mn̂g)))
            (VP
              (VP (VV 看｜khuànn) (NP (NN 海｜hái)))
              (VP (VV 看｜khuànn) (NP (NN 山｜suann)))
              (VP (VV 罔｜bóng) (NP (NN 行-踏｜kiânn-ta̍h))))))))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"十｜Tsa̍p 月｜guē 風-吹｜hong-tshue 滿｜muá 天｜thinn 飛｜pue 名-聲｜Miâ-siann 迵｜thàng 國｜kok 際｜tsè
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na']","(ROOT
  (NP
    (IP
      (NP
        (NP (QP (CD 十｜Tsa̍p)) (NP (NN 月｜guē)))
        (NP (NN 風-吹｜hong-tshue)))
      (VP
        (VP
          (NP (ADJP (JJ 滿｜muá)) (NP (NN 天｜thinn)))
          (VP (VV 飛｜pue) (NP (NN 名-聲｜Miâ-siann))))
        (VP (VV 迵｜thàng) (NP (NN 國｜kok)))))
    (NP (NN 際｜tsè))))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#']"
"千｜Tshian 變｜piàn 萬｜bān 化｜hua 的｜ê 雲｜hûn 尪｜ang
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na']","(ROOT
  (NP
    (DNP
      (NP
        (NP (QP (CD 千｜Tshian)) (NP (NN 變｜piàn)))
        (NP (QP (CD 萬｜bān)) (NP (NN 化｜hua))))
      (DEG 的｜ê))
    (NP (NN 雲｜hûn) (NN 尪｜ang))))","['規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '本調#']"
"滿｜Muá 船｜tsûn 載｜tsài 的｜ê 漁-船｜hî-tsûn 欲｜beh 入｜li̍p 港｜káng
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na']","(ROOT
  (IP
    (NP
      (CP
        (IP (NP (ADJP (JJ 滿｜Muá)) (NP (NN 船｜tsûn))) (VP (VV 載｜tsài)))
        (DEC 的｜ê))
      (NP (NN 漁-船｜hî-tsûn)))
    (VP (VV 欲｜beh) (VP (VV 入｜li̍p) (NP (NR 港｜káng))))))","['規則變調', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '再變調$', '規則變調', '本調#']"
"十-八｜Tsa̍p-peh 王｜ông 公｜kong 廟｜biō 食｜tsia̍h 肉-粽｜bah-tsàng ，｜,
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP
      (QP (CD 十-八｜Tsa̍p-peh))
      (NP (NP (NR 王｜ông)) (ADJP (JJ 公｜kong)) (NP (NN 廟｜biō))))
    (VP (VV 食｜tsia̍h) (NP (NN 肉-粽｜bah-tsàng)))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"漁｜Sī 村｜tshun 有｜ū 拍｜pha 拚｜tiànn 的｜ê 討-海-人｜thó-hái-lâng 庄｜tsng 仔｜ah 內｜lāi 有｜ū 樸｜phō 實-的｜sit-lé 阿｜A 桑｜sáng 那｜ná 洗-衫｜sé-sann 那｜ná 開-講｜khai-káng ，｜,
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (NP (NN 漁｜Sī) (NN 村｜tshun))
      (VP
        (VE 有｜ū)
        (VP
          (LCP
            (NP
              (CP
                (IP (VP (VV 拍｜pha) (IP (VP (VV 拚｜tiànn)))))
                (DEC 的｜ê))
              (NP (NN 討-海-人｜thó-hái-lâng) (NN 庄｜tsng) (NN 仔｜ah)))
            (LC 內｜lāi))
          (VP
            (VE 有｜ū)
            (NP
              (NP
                (NP
                  (DNP (NP (NR 樸｜phō)) (DEG 實-的｜sit-lé))
                  (NP (NR 阿｜A))
                  (NP (NN 桑｜sáng)))
                (DP (DT 那｜ná))
                (NP (NN 洗-衫｜sé-sann)))
              (DP (DT 那｜ná))
              (NP (NN 開-講｜khai-káng)))))))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '仔前變調&', '本調#', '規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"田｜Tshân 裡｜lín 有｜ū 上｜sióng 鮮｜tshinn 的｜ê 青｜tshenn 菜-佮｜tshài-kah 果-子｜kué-tsí
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na']","(ROOT
  (IP
    (NP (NN 田｜Tshân) (NN 裡｜lín))
    (VP
      (VE 有｜ū)
      (NP
        (NP
          (DP (DT 上｜sióng))
          (DNP (ADJP (JJ 鮮｜tshinn)) (DEG 的｜ê))
          (ADJP (JJ 青｜tshenn))
          (NP (NN 菜-佮｜tshài-kah)))
        (NP (NN 果-子｜kué-tsí))))))","['規則變調', '規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#']"
