分詞,詞性,句法,變調
"爸-仔-囝｜Pē-á-kiánn 頭｜thâu 一｜tsi̍t 擺｜pái 煮-飯｜tsú-pn̄g 欲｜beh 共｜kā 母-仔｜bú-á 做-生-日｜tsò-senn-ji̍t ，｜, 看-起-來｜khuànn-khí-lâi 真｜tsin 豐-沛｜phong-phài ，｜, 想｜siūnn 袂｜bē 到｜kàu 「｜"" 飯｜Pn̄g 好｜hó ，｜, 菜｜tshài 無｜bô 好｜hó 」｜"" 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'PUNC', 'PUNC']","(ROOT
  (IP
    (IP
      (NP (NN 爸-仔-囝｜Pē-á-kiánn) (NN 頭｜thâu))
      (VP
        (VP
          (ADVP (AD 一｜tsi̍t))
          (VP
            (VV 擺｜pái)
            (IP
              (VP
                (VV 煮-飯｜tsú-pn̄g)
                (IP
                  (VP
                    (VV 欲｜beh)
                    (IP
                      (VP
                        (ADVP (AD 共｜kā))
                        (VP
                          (VV 母-仔｜bú-á)
                          (NP (NN 做-生-日｜tsò-senn-ji̍t)))))))))))
        (PU ，｜,)
        (VP
          (ADVP (AD 看-起-來｜khuànn-khí-lâi))
          (ADVP (AD 真｜tsin))
          (VP (VA 豐-沛｜phong-phài)))))
    (PU ，｜,)
    (IP
      (VP
        (VV 想｜siūnn)
        (IP
          (VP
            (VRD (VV 袂｜bē) (VV 到｜kàu))
            (IP
              (PU 「｜"")
              (IP (NP (NN 飯｜Pn̄g)) (VP (VA 好｜hó)))
              (PU ，｜,)
              (IP
                (NP (NN 菜｜tshài))
                (VP (VE 無｜bô) (NP (NN 好｜hó)))
                (PU 」｜"")))))))
    (PU 。｜.)))","['仔前變調&', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '再變調$', '規則變調', '仔前變調&', '本調#', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '本調#', '毋是台語', '毋是台語']"
"歹-勢｜Pháinn-sè ，｜, 猶-未｜á-bē 決-定｜kuat-tīng 欲｜beh 點｜tiám 啥｜siannh 。｜.
","['Na', 'PUNC', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (NN 歹-勢｜Pháinn-sè))
    (PU ，｜,)
    (VP
      (ADVP (AD 猶-未｜á-bē))
      (VP
        (VV 決-定｜kuat-tīng)
        (IP
          (VP
            (VV 欲｜beh)
            (NP (QP (CLP (M 點｜tiám))) (NP (PN 啥｜siannh)))))))
    (PU 。｜.)))","['規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '再變調$', '規則變調', '本調#', '毋是台語']"
"拄-才｜Tú-tsiah 的｜ê 代-誌｜tāi-tsì ，｜, 我｜guá 較｜khah 歹-勢｜pháinn-sè ，｜, 請｜tshiánn 閣｜koh 予｜hōo 我｜guá 一｜tsi̍t 擺｜pái 機-會｜ki-huē 。｜.
","['Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (VP
        (DVP (ADVP (AD 拄-才｜Tú-tsiah)) (DEV 的｜ê))
        (VP (VV 代-誌｜tāi-tsì))))
    (PU ，｜,)
    (IP
      (NP (PN 我｜guá))
      (VP (ADVP (AD 較｜khah)) (VP (VV 歹-勢｜pháinn-sè))))
    (PU ，｜,)
    (IP
      (VP
        (VV 請｜tshiánn)
        (NP (NN 閣｜koh))
        (IP
          (VP
            (VV 予｜hōo)
            (NP (PN 我｜guá))
            (IP
              (VP
                (ADVP (AD 一｜tsi̍t))
                (VP (VV 擺｜pái) (NP (NN 機-會｜ki-huē)))))))))
    (PU 。｜.)))","['規則變調', '本調#', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"你｜Lí 來｜lâi 我｜guá 遮｜tsia 毋-免｜m̄-bián 客-氣｜kheh-khì ，｜, 盡-量｜tsīn-liōng 食｜tsia̍h 無｜bô 要-緊｜iàu-kín 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (PN 你｜Lí))
    (VP
      (VP
        (VP (VV 來｜lâi) (NP (PN 我｜guá)))
        (VP
          (VV 遮｜tsia)
          (IP (VP (VV 毋-免｜m̄-bián) (NP (NN 客-氣｜kheh-khì))))))
      (PU ，｜,)
      (VP
        (ADVP (AD 盡-量｜tsīn-liōng))
        (VP (VV 食｜tsia̍h) (VP (VE 無｜bô) (NP (VA 要-緊｜iàu-kín))))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"豬-仔｜Ti-á 飼｜tshī 到｜kàu 半｜puànn 年｜nî 就｜tō 會｜ē 刣-掉｜thâi-tiāu 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (NP (NN 豬-仔｜Ti-á))
      (VP
        (VP
          (VRD (VV 飼｜tshī) (VV 到｜kàu))
          (QP (CD 半｜puànn) (CLP (M 年｜nî))))
        (VP (ADVP (AD 就｜tō)) (VP (VV 會｜ē) (VP (VV 刣-掉｜thâi-tiāu))))))
    (PU 。｜.)))","['仔前變調&', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"免｜Bián 考-慮｜khó-lū 遐｜hiah 濟｜tsē ，｜, 毋-管｜m̄-kuán 按-怎｜àn-tsuánn 去｜khì 做｜tsò 就｜tō 著-矣｜tio̍h-ah 。｜.
","['Na', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (VP
        (VP (VV 免｜Bián) (IP (VP (VV 考-慮｜khó-lū) (NP (NN 遐｜hiah)))))
        (VP (VV 濟｜tsē))))
    (PU ，｜,)
    (CP
      (IP
        (VP
          (VV 毋-管｜m̄-kuán)
          (IP
            (VP
              (ADVP (AD 按-怎｜àn-tsuánn))
              (VP (VV 去｜khì) (VP (VV 做｜tsò)))))))
      (ADVP (AD 就｜tō))
      (SP 著-矣｜tio̍h-ah))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '再變調$', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"遮｜Tsia 有｜ū 一｜tsi̍t 塊｜tè 桌-仔｜toh-á ，｜, 頂-懸｜tíng-kuân 有｜ū 一｜tsi̍t 本｜pún 冊｜tsheh 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (VP
        (VV 遮｜Tsia)
        (IP
          (VP
            (VE 有｜ū)
            (NP (QP (CD 一｜tsi̍t) (CLP (M 塊｜tè))) (NP (NN 桌-仔｜toh-á)))))))
    (PU ，｜,)
    (IP
      (VP
        (VV 頂-懸｜tíng-kuân)
        (IP
          (VP
            (VE 有｜ū)
            (NP (QP (CD 一｜tsi̍t) (CLP (M 本｜pún))) (NP (NN 冊｜tsheh)))))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '仔前變調&', '本調#', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"我｜Guá 會｜ē 來｜lâi 。｜.
","['Na', 'Na', 'Na', 'PUNC']",(ROOT (IP (NP (PN 我｜Guá)) (VP (VV 會｜ē) (VP (VV 來｜lâi))) (PU 。｜.))),"['規則變調', '規則變調', '本調#', '毋是台語']"
"我｜Guá 袂｜buē 來｜lâi 。｜.
","['Na', 'Na', 'Na', 'PUNC']",(ROOT (IP (NP (PN 我｜Guá)) (VP (VRD (VV 袂｜buē) (VV 來｜lâi))) (PU 。｜.))),"['規則變調', '規則變調', '本調#', '毋是台語']"
"你｜Lí 來｜lâi 聽｜thiann 啥-人｜siánn-lâng 咧｜leh 唱-歌｜tshiùnn-kua 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (PN 你｜Lí))
    (VP
      (VV 來｜lâi)
      (VP
        (VV 聽｜thiann)
        (IP
          (NP (NN 啥-人｜siánn-lâng) (NN 咧｜leh))
          (VP (VV 唱-歌｜tshiùnn-kua)))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '再變調$', '規則變調', '本調#', '毋是台語']"
"阿-婆｜A-pô 佮｜kah 𪜶｜in 新-婦｜sin-pū 無｜bô 蹛｜tuà 做-伙｜tsò-hué 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (NN 阿-婆｜A-pô))
    (VP
      (VV 佮｜kah)
      (IP
        (IP
          (NP (NP (PN 𪜶｜in)) (NP (NN 新-婦｜sin-pū)))
          (VP (VE 無｜bô) (NP (NN 蹛｜tuà))))
        (ADVP (AD 做-伙｜tsò-hué))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"二-伯｜Jī-peh 的｜ê 症-頭｜tsìng-thâu 那｜ná 來｜lâi 那｜ná 像｜tshiūnn 失-智｜sit-tì 的｜ê 款｜khuán ，｜, 緊｜kín 叫｜kiò 𪜶｜in 囝｜kiánn 𤆬｜tshuā 去｜khì 予｜hōo 醫-生｜i-sing 看｜khuànn 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP
      (DNP (NP (NN 二-伯｜Jī-peh)) (DEG 的｜ê))
      (NP (NN 症-頭｜tsìng-thâu)))
    (VP
      (ADVP (AD 那｜ná))
      (NP
        (CP
          (IP
            (VP
              (VP (VV 來｜lâi) (NP (PN 那｜ná)))
              (VP (PP (P 像｜tshiūnn) (NP (NN 失-智｜sit-tì))))))
          (DEG 的｜ê))
        (NP (NN 款｜khuán)))
      (PU ，｜,)
      (DFL (VA 緊｜kín))
      (VP
        (VV 叫｜kiò)
        (NP (PN 𪜶｜in))
        (IP
          (VP
            (ADVP (AD 囝｜kiánn))
            (VP
              (VRD (VV 𤆬｜tshuā) (VV 去｜khì))
              (IP
                (VP
                  (VV 予｜hōo)
                  (NP (NN 醫-生｜i-sing))
                  (IP (VP (VV 看｜khuànn))))))))))
    (PU 。｜.)))","['規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '再變調$', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"師-娘｜Su-niû 竟-然｜kìng-liân 毋｜m̄ 知｜tsai 阿-吉-仔｜A-kiat-á 是｜sī 啥-人｜siánn-lâng 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (NN 師-娘｜Su-niû))
    (VP
      (ADVP (AD 竟-然｜kìng-liân))
      (ADVP (AD 毋｜m̄))
      (VP
        (VV 知｜tsai)
        (IP
          (NP (NR 阿-吉-仔｜A-kiat-á))
          (VP (VC 是｜sī) (NP (NN 啥-人｜siánn-lâng))))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '仔前變調&', '本調#', '規則變調', '規則變調', '本調#', '毋是台語']"
"江｜Kang 小-姐｜sió-tsiá 佮｜kah 阿-婆｜a-pô 無-仝｜bô-kāng 人｜lâng ，｜, 你｜lí 毋｜m̄ 好｜hó 認｜jīn 毋-著-去｜m̄-tio̍h-khì 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (NP (NR 江｜Kang) (NN 小-姐｜sió-tsiá))
      (VP
        (VP (VV 佮｜kah) (NP (NN 阿-婆｜a-pô)))
        (VP (VV 無-仝｜bô-kāng) (NP (NN 人｜lâng)))))
    (PU ，｜,)
    (IP
      (NP (PN 你｜lí))
      (VP
        (ADVP (AD 毋｜m̄))
        (ADVP (AD 好｜hó))
        (VP (VRD (VV 認｜jīn) (VV 毋-著-去｜m̄-tio̍h-khì)))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"查-埔-的｜Tsa-poo-ê 大-部-分｜tuā-pōo-hūn 攏｜lóng 走｜tsáu 去｜khì 都-市｜too-tshī 食-頭-路｜tsia̍h-thâu-lōo 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (DEG 查-埔-的｜Tsa-poo-ê)
    (QP (CD 大-部-分｜tuā-pōo-hūn))
    (VP
      (VV 攏｜lóng)
      (VP
        (VV 走｜tsáu)
        (IP
          (VP
            (VV 去｜khì)
            (NP (NN 都-市｜too-tshī) (NN 食-頭-路｜tsia̍h-thâu-lōo))))))
    (PU 。｜.)))","['規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '再變調$', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"戶-口｜Hōo-kháu 佇｜tī 山-區｜suann-khu 的｜ê 查-某-人｜tsa-bóo-lâng 比｜pí 佇｜tī 庄-跤-的｜tsng-kha-ê 較｜khah 濟｜tsē 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP
      (CP
        (IP
          (NP (NN 戶-口｜Hōo-kháu))
          (VP (VV 佇｜tī) (NP (NN 山-區｜suann-khu))))
        (DEC 的｜ê))
      (NP (NN 查-某-人｜tsa-bóo-lâng)))
    (VP
      (PP
        (P 比｜pí)
        (IP
          (DNP (NP (NN 佇｜tī)) (DEG 庄-跤-的｜tsng-kha-ê))
          (VP (ADVP (AD 較｜khah)) (VP (VV 濟｜tsē))))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '本調#', '毋是台語']"
"是｜Sī 戶-口｜hōo-kháu 佇｜tī 庄-跤｜tsng-kha 的｜ê 查-某-人｜ta-bóo-lâng 比｜pí 查-埔-人｜ta-poo-lâng 較｜khah 濟｜tsē ，｜, 抑-是｜a̍h-sī 講｜kóng 戶-口｜hōo-kháu 佇｜tī 山-區｜suann-khu 的｜ê 查-埔-人｜ta-poo-lâng 比｜pí 查-某-人｜ta-bóo-lâng 較｜khah 濟｜tsē ？｜?
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (VP
        (VC 是｜Sī)
        (IP
          (NP
            (CP
              (IP
                (NP (NN 戶-口｜hōo-kháu))
                (VP (VV 佇｜tī) (NP (NN 庄-跤｜tsng-kha))))
              (DEC 的｜ê))
            (NP (NN 查-某-人｜ta-bóo-lâng)))
          (VP
            (PP (P 比｜pí) (NP (NN 查-埔-人｜ta-poo-lâng)))
            (ADVP (AD 較｜khah))
            (VP (VV 濟｜tsē)))))
      (PU ，｜,)
      (VP
        (ADVP (AD 抑-是｜a̍h-sī))
        (VP
          (VV 講｜kóng)
          (IP
            (NP
              (CP
                (IP
                  (NP (NN 戶-口｜hōo-kháu))
                  (VP (VV 佇｜tī) (NP (NN 山-區｜suann-khu))))
                (DEC 的｜ê))
              (NP (NN 查-埔-人｜ta-poo-lâng)))
            (VP
              (PP (P 比｜pí) (NP (NN 查-某-人｜ta-bóo-lâng)))
              (ADVP (AD 較｜khah))
              (VP (VV 濟｜tsē)))))))
    (PU ？｜?)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"虱-目-仔｜Sat-ba̍k-á 佇｜tī 早-前｜tsá-tsîng 是｜sī 啥-物｜siánn-mih 款｜khuán 人｜lâng 咧｜leh 食-的｜tsia̍h-ê ？｜?
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (LCP
      (NP (NP (NR 虱-目-仔｜Sat-ba̍k-á)) (NP (NN 佇｜tī)))
      (LC 早-前｜tsá-tsîng))
    (VP
      (VC 是｜sī)
      (CP
        (IP
          (NP (NP (NN 啥-物｜siánn-mih) (NN 款｜khuán)) (NP (NN 人｜lâng)))
          (VP (VV 咧｜leh)))
        (SP 食-的｜tsia̍h-ê)))
    (PU ？｜?)))","['規則變調', '仔前變調&', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '再變調$', '本調#', '本調#', '毋是台語']"
"虱-目-仔｜Sat-ba̍k-á 除-了｜tû-liáu 厚-刺｜kāu-tshì 以-外｜í-guā ，｜, 閣｜koh 有｜ū 啥-物｜siánn-mih 特-色｜ti̍k-sik ？｜?
","['Na', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (NR 虱-目-仔｜Sat-ba̍k-á))
    (PP
      (P 除-了｜tû-liáu)
      (LCP (IP (VP (VV 厚-刺｜kāu-tshì))) (LC 以-外｜í-guā)))
    (PU ，｜,)
    (NP (NN 閣｜koh))
    (VP (VE 有｜ū) (NP (NN 啥-物｜siánn-mih) (NN 特-色｜ti̍k-sik)))
    (PU ？｜?)))","['規則變調', '仔前變調&', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"飼｜Tshī 虱-目-仔｜sat-ba̍k-á 上｜siōng 頭-先｜thâu-sing 愛｜ài 注-意｜tsù-ì 啥｜siánn ？｜?
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (LCP (NP (NN 飼｜Tshī) (NN 虱-目-仔｜sat-ba̍k-á)) (LC 上｜siōng))
      (VP
        (ADVP (AD 頭-先｜thâu-sing))
        (VP (VV 愛｜ài) (IP (VP (VV 注-意｜tsù-ì) (NP (PN 啥｜siánn)))))))
    (PU ？｜?)))","['規則變調', '規則變調', '仔前變調&', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"虱-目-仔｜Sat-ba̍k-á 的｜ê 魚-鱗｜hî-lân 有｜ū 兩-百-外｜nn̄g-pah-guā 片｜phìnn ，｜, 肉-質｜bah-tsit 鮮-甜｜tshinn-tinn ，｜, 尻-脊-骿｜ka-tsiah-phiann 食｜tsia̍h 著｜tio̍h 粗-絲｜tshoo-si 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (NP
        (DNP (NP (NR 虱-目-仔｜Sat-ba̍k-á)) (DEG 的｜ê))
        (NP (NN 魚-鱗｜hî-lân)))
      (VP
        (VE 有｜ū)
        (NP (ADJP (JJ 兩-百-外｜nn̄g-pah-guā)) (NP (NN 片｜phìnn)))))
    (PU ，｜,)
    (IP (NP (NN 肉-質｜bah-tsit)) (VP (VA 鮮-甜｜tshinn-tinn)))
    (PU ，｜,)
    (IP
      (VP
        (ADVP (AD 尻-脊-骿｜ka-tsiah-phiann))
        (VP (VV 食｜tsia̍h) (AS 著｜tio̍h) (NP (NN 粗-絲｜tshoo-si)))))
    (PU 。｜.)))","['規則變調', '仔前變調&', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"老-師｜Lāu-su 的｜ê 講-法｜kóng-huat 佮｜kah 朋-友｜pîng-iú 的｜ê 講-法｜kóng-huat ，｜, 佗｜tó 一｜tsi̍t 个｜ê 是｜sī 著-的｜tio̍h-ê ？｜?
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP
      (DNP
        (NP
          (DNP (NP (NN 老-師｜Lāu-su)) (DEG 的｜ê))
          (NP (NN 講-法｜kóng-huat) (NN 佮｜kah) (NN 朋-友｜pîng-iú)))
        (DEG 的｜ê))
      (NP (NN 講-法｜kóng-huat)))
    (PU ，｜,)
    (VP
      (VV 佗｜tó)
      (QP
        (QP (CD 一｜tsi̍t) (CLP (M 个｜ê)))
        (PRN (IP (CP (IP (VP (VC 是｜sī))) (SP 著-的｜tio̍h-ê))))))
    (PU ？｜?)))","['規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '本調#', '毋是台語']"
"想｜Siūnn 看-覓｜khuànn-māi 、｜, 講｜kóng 看-覓｜khuànn-māi ，｜, 馬-仔｜bé-á 佮｜kah 羊-仔｜iûnn-á 差｜tsha 佇｜tī 佗｜toh ？｜?
","['Na', 'Na', 'PUNC', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (VP
        (VV 想｜Siūnn)
        (IP
          (VP
            (VV 看-覓｜khuànn-māi)
            (PU 、｜,)
            (VP (VCD (VV 講｜kóng) (VV 看-覓｜khuànn-māi)))))))
    (PU ，｜,)
    (NP (NR 馬-仔｜bé-á))
    (VP
      (VP (VV 佮｜kah) (NP (NN 羊-仔｜iûnn-á)))
      (VP (VV 差｜tsha) (NP (NN 佇｜tī) (NN 佗｜toh))))
    (PU ？｜?)))","['規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '毋是台語', '仔前變調&', '本調#', '規則變調', '仔前變調&', '本調#', '規則變調', '規則變調', '本調#', '毋是台語']"
"紅-蟳｜Âng-tsîm 是｜sī 蟳-仔｜tsîm-á 的｜ê 一｜tsi̍t 種｜tsióng 。｜. 真｜Tsin 歹｜pháinn ，｜, 無｜bô 好｜hó 掠｜lia̍h 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (NN 紅-蟳｜Âng-tsîm))
    (VP
      (VP
        (VC 是｜sī)
        (QP
          (DNP (NP (NR 蟳-仔｜tsîm-á)) (DEG 的｜ê))
          (QP (CD 一｜tsi̍t) (CLP (M 種｜tsióng)))))
      (PU 。｜.)
      (VP (ADVP (AD 真｜Tsin)) (VP (VA 歹｜pháinn)))
      (PU ，｜,)
      (VP (VE 無｜bô) (NP (ADJP (JJ 好｜hó)) (NP (NN 掠｜lia̍h)))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '仔前變調&', '本調#', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '本調#', '毋是台語']"
